Source Page,Page Status,Link Text,Link Href,Link Status,Result
"/fashion.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/fashion.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/fashion.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/fashion.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/fashion.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/fashion.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/fashion.html","200","Sports","/sports.html","PASS","HTTP 200"
"/fashion.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/fashion.html","200","Books","/books.html","PASS","HTTP 200"
"/fashion.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/fashion.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/fashion.html","SUMMARY","Audit complete"
"/beauty.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/beauty.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/beauty.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/beauty.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/beauty.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/beauty.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/beauty.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/beauty.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/beauty.html","200","Sports","/sports.html","PASS","HTTP 200"
"/beauty.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/beauty.html","200","Books","/books.html","PASS","HTTP 200"
"/beauty.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/beauty.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/beauty.html","SUMMARY","Audit complete"
"/books.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/books.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/books.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/books.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/books.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/books.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/books.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/books.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/books.html","200","Sports","/sports.html","PASS","HTTP 200"
"/books.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/books.html","200","Books","/books.html","PASS","HTTP 200"
"/books.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/books.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/books.html","SUMMARY","Audit complete"
"/grocery.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/grocery.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/grocery.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/grocery.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/grocery.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/grocery.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/grocery.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/grocery.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/grocery.html","200","Sports","/sports.html","PASS","HTTP 200"
"/grocery.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/grocery.html","200","Books","/books.html","PASS","HTTP 200"
"/grocery.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/grocery.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/grocery.html","SUMMARY","Audit complete"
"/home-needs.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/home-needs.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/home-needs.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/home-needs.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/home-needs.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/home-needs.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/home-needs.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/home-needs.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/home-needs.html","200","Sports","/sports.html","PASS","HTTP 200"
"/home-needs.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/home-needs.html","200","Books","/books.html","PASS","HTTP 200"
"/home-needs.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/home-needs.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/home-needs.html","SUMMARY","Audit complete"
"/headphones.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/headphones.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/headphones.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/headphones.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/headphones.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/headphones.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/headphones.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/headphones.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/headphones.html","200","Sports","/sports.html","PASS","HTTP 200"
"/headphones.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/headphones.html","200","Books","/books.html","PASS","HTTP 200"
"/headphones.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/headphones.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/headphones.html","SUMMARY","Audit complete"
"/mobiles.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/mobiles.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/mobiles.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/mobiles.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/mobiles.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/mobiles.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/mobiles.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/mobiles.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/mobiles.html","200","Sports","/sports.html","PASS","HTTP 200"
"/mobiles.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/mobiles.html","200","Books","/books.html","PASS","HTTP 200"
"/mobiles.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/mobiles.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/mobiles.html","SUMMARY","Audit complete"
"/appliances.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/appliances.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/appliances.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/appliances.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/appliances.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/appliances.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/appliances.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/appliances.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/appliances.html","200","Sports","/sports.html","PASS","HTTP 200"
"/appliances.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/appliances.html","200","Books","/books.html","PASS","HTTP 200"
"/appliances.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/appliances.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/appliances.html","SUMMARY","Audit complete"
"/sports.html","200","69SHOP.INPremium Marketplace","/","PASS","HTTP 200"
"/sports.html","200","Back to shop","/shop.html","PASS","HTTP 200"
"/sports.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/sports.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/sports.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/sports.html","200","Electronics","/electronics.html","PASS","HTTP 200"
"/sports.html","200","Fashion","/fashion.html","PASS","HTTP 200"
"/sports.html","200","Beauty","/beauty.html","PASS","HTTP 200"
"/sports.html","200","Sports","/sports.html","PASS","HTTP 200"
"/sports.html","200","Grocery","/grocery.html","PASS","HTTP 200"
"/sports.html","200","Books","/books.html","PASS","HTTP 200"
"/sports.html","200","Home","/home-needs.html","PASS","HTTP 200"
"/sports.html","200","PAGE SUMMARY: 12 unique links | 12 pass | 0 fail | 0 skip","/sports.html","SUMMARY","Audit complete"
"/seller-login.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-login.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-login.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-login.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-login.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-login.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-login.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-login.html","SUMMARY","Audit complete"
"/seller-dashboard.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-dashboard.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-dashboard.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-dashboard.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-dashboard.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-dashboard.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-dashboard.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-dashboard.html","SUMMARY","Audit complete"
"/seller-products.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-products.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-products.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-products.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-products.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-products.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-products.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-products.html","SUMMARY","Audit complete"
"/seller-orders.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-orders.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-orders.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-orders.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-orders.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-orders.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-orders.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-orders.html","SUMMARY","Audit complete"
"/seller-analytics.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-analytics.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-analytics.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-analytics.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-analytics.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-analytics.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-analytics.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-analytics.html","SUMMARY","Audit complete"
"/seller-messages.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-messages.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-messages.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-messages.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-messages.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-messages.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-messages.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-messages.html","SUMMARY","Audit complete"
"/seller-payments.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-payments.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-payments.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-payments.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-payments.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-payments.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-payments.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-payments.html","SUMMARY","Audit complete"
"/seller-promotions.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-promotions.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-promotions.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-promotions.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-promotions.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-promotions.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-promotions.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-promotions.html","SUMMARY","Audit complete"
"/seller-reviews.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-reviews.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-reviews.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-reviews.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-reviews.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-reviews.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-reviews.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-reviews.html","SUMMARY","Audit complete"
"/seller-services.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-services.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-services.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-services.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-services.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-services.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-services.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-services.html","SUMMARY","Audit complete"
"/seller-settings.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-settings.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-settings.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-settings.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-settings.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-settings.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-settings.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-settings.html","SUMMARY","Audit complete"
"/seller-verification.html","200","69SHOP.IN Seller Hub","/","PASS","HTTP 200"
"/seller-verification.html","200","Seller Terms","/docs/terms.html","PASS","HTTP 200"
"/seller-verification.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/seller-verification.html","200","Back to Shop","/shop.html","PASS","HTTP 200"
"/seller-verification.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/seller-verification.html","200","Home","/index.html","PASS","HTTP 200"
"/seller-verification.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/seller-verification.html","SUMMARY","Audit complete"
"/admin-login.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-login.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-login.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-login.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-login.html","SUMMARY","Audit complete"
"/admin-dashboard.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-dashboard.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-dashboard.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-dashboard.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-dashboard.html","SUMMARY","Audit complete"
"/admin-products.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-products.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-products.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-products.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-products.html","SUMMARY","Audit complete"
"/admin-orders.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-orders.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-orders.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-orders.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-orders.html","SUMMARY","Audit complete"
"/admin-sellers.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-sellers.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-sellers.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-sellers.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-sellers.html","SUMMARY","Audit complete"
"/admin-users.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-users.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-users.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-users.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-users.html","SUMMARY","Audit complete"
"/admin-analytics.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-analytics.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-analytics.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-analytics.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-analytics.html","SUMMARY","Audit complete"
"/admin-settings.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-settings.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-settings.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-settings.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-settings.html","SUMMARY","Audit complete"
"/admin-activity.html","200","Back to Main Site","/index.html","PASS","HTTP 200"
"/admin-activity.html","200","Buyer Login","/shop-login.html","PASS","HTTP 200"
"/admin-activity.html","200","Seller Login","/seller-login.html","PASS","HTTP 200"
"/admin-activity.html","200","PAGE SUMMARY: 3 unique links | 3 pass | 0 fail | 0 skip","/admin-activity.html","SUMMARY","Audit complete"
"/offline.html","200","Home","/","PASS","HTTP 200"
"/offline.html","200","Shop","/shop.html","PASS","HTTP 200"
"/offline.html","200","Profile","/profile.html","PASS","HTTP 200"
"/offline.html","200","Search","/search.html","PASS","HTTP 200"
"/offline.html","200","Services","/services.html","PASS","HTTP 200"
"/offline.html","200","Chat","/messages.html","PASS","HTTP 200"
"/offline.html","200","PAGE SUMMARY: 6 unique links | 6 pass | 0 fail | 0 skip","/offline.html","SUMMARY","Audit complete"
